timestamp,user_id,now_id,endpoint,use_case,type,ip,jwt_payload,label
2025-06-24T15:28:17.929Z,abuser1455,abuser1455,/login,Login,AUTH,194.250.232.166,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1NSIsImlhdCI6MTc1MDc3ODg5NzkzMSwiZXhwIjoxNzUwNzc4OTAxNTMxfQ,rapid_login
2025-06-24T15:28:17.992Z,abuser1455,abuser1455,/login,Login,AUTH,194.250.232.166,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1NSIsImlhdCI6MTc1MDc3ODg5Nzk5NCwiZXhwIjoxNzUwNzc4OTAxNTk0fQ,rapid_login
2025-06-24T15:28:18.057Z,abuser1455,abuser1455,/login,Login,AUTH,194.250.232.166,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1NSIsImlhdCI6MTc1MDc3ODg5ODA1OSwiZXhwIjoxNzUwNzc4OTAxNjU5fQ,rapid_login
2025-06-24T15:28:18.122Z,abuser1455,abuser1455,/login,Login,AUTH,194.250.232.166,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1NSIsImlhdCI6MTc1MDc3ODg5ODEyNCwiZXhwIjoxNzUwNzc4OTAxNzI0fQ,rapid_login
2025-06-24T15:28:18.184Z,abuser1455,abuser1455,/login,Login,AUTH,194.250.232.166,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1NSIsImlhdCI6MTc1MDc3ODg5ODE4NiwiZXhwIjoxNzUwNzc4OTAxNzg2fQ,rapid_login
2025-06-24T15:28:18.362Z,abuser1456,abuser1456,/browse,ViewPage,READ,40.123.231.119,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1NiIsImlhdCI6MTc1MDc3ODg5ODM1OSwiZXhwIjoxNzUwNzc4OTAxOTU5fQ,normal
2025-06-24T15:28:18.367Z,abuser1456,abuser1456,/logout,Logout,AUTH,40.123.231.119,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1NiIsImlhdCI6MTc1MDc3ODg5ODM1OSwiZXhwIjoxNzUwNzc4OTAxOTU5fQ,normal
2025-06-24T15:28:18.375Z,abuser1456,abuser1456,/edit,EditContent,UPDATE,40.123.231.119,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1NiIsImlhdCI6MTc1MDc3ODg5ODM1OSwiZXhwIjoxNzUwNzc4OTAxOTU5fQ,reuse_after_logout
2025-06-24T15:28:18.379Z,unknown,abuser1456,/login,Login,AUTH,40.123.231.119,invalid,missing_user_id
2025-06-24T15:28:18.382Z,abuser1456,abuser1456,/admin,unknown,unknown,40.123.231.119,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1NiIsImlhdCI6MTc1MDc3ODg5ODM1OSwiZXhwIjoxNzUwNzc4OTAxOTU5fQ,invalid_endpoint
2025-06-24T15:28:18.502Z,abuser1457,abuser1457,/logout,Logout,AUTH,68.217.41.55,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1NyIsImlhdCI6MTc1MDc3ODg5ODUwMCwiZXhwIjoxNzUwNzc4OTAyMTAwfQ,normal
2025-06-24T15:28:18.506Z,abuser1457,abuser1457,/browse,ViewPage,READ,68.217.41.55,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1NyIsImlhdCI6MTc1MDc3ODg5ODUwMCwiZXhwIjoxNzUwNzc4OTAyMTAwfQ,reuse_after_logout
2025-06-24T15:28:18.624Z,unknown,abuser1458,/edit,EditContent,UPDATE,37.33.42.44,invalid,no_token
2025-06-24T15:28:18.632Z,abuser1458,abuser1458,/logout,Logout,AUTH,37.33.42.44,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1OCIsImlhdCI6MTc1MDc3ODg5ODYzMCwiZXhwIjoxNzUwNzc4OTAyMjMwfQ,out_of_order
2025-06-24T15:28:18.751Z,abuser1459,abuser1459,/login,Login,AUTH,141.209.73.116,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1OSIsImlhdCI6MTc1MDc3ODg5ODc1MywiZXhwIjoxNzUwNzc4OTAyMzUzfQ,rapid_login
2025-06-24T15:28:18.814Z,abuser1459,abuser1459,/login,Login,AUTH,141.209.73.116,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1OSIsImlhdCI6MTc1MDc3ODg5ODgxNSwiZXhwIjoxNzUwNzc4OTAyNDE1fQ,rapid_login
2025-06-24T15:28:18.877Z,abuser1459,abuser1459,/login,Login,AUTH,141.209.73.116,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1OSIsImlhdCI6MTc1MDc3ODg5ODg3OSwiZXhwIjoxNzUwNzc4OTAyNDc5fQ,rapid_login
2025-06-24T15:28:18.940Z,abuser1459,abuser1459,/login,Login,AUTH,141.209.73.116,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1OSIsImlhdCI6MTc1MDc3ODg5ODk0MywiZXhwIjoxNzUwNzc4OTAyNTQzfQ,rapid_login
2025-06-24T15:28:19.003Z,abuser1459,abuser1459,/login,Login,AUTH,141.209.73.116,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1OSIsImlhdCI6MTc1MDc3ODg5OTAwNSwiZXhwIjoxNzUwNzc4OTAyNjA1fQ,rapid_login
2025-06-24T15:28:19.181Z,abuser1460,abuser1460,/browse,ViewPage,READ,107.58.51.10,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2MCIsImlhdCI6MTc1MDc3ODg5OTE3OSwiZXhwIjoxNzUwNzc4OTAyNzc5fQ,normal
2025-06-24T15:28:19.185Z,abuser1460,abuser1460,/logout,Logout,AUTH,107.58.51.10,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2MCIsImlhdCI6MTc1MDc3ODg5OTE3OSwiZXhwIjoxNzUwNzc4OTAyNzc5fQ,normal
2025-06-24T15:28:19.189Z,abuser1460,abuser1460,/edit,EditContent,UPDATE,107.58.51.10,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2MCIsImlhdCI6MTc1MDc3ODg5OTE3OSwiZXhwIjoxNzUwNzc4OTAyNzc5fQ,reuse_after_logout
2025-06-24T15:28:19.194Z,unknown,abuser1460,/login,Login,AUTH,107.58.51.10,invalid,missing_user_id
2025-06-24T15:28:19.196Z,abuser1460,abuser1460,/admin,unknown,unknown,107.58.51.10,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2MCIsImlhdCI6MTc1MDc3ODg5OTE3OSwiZXhwIjoxNzUwNzc4OTAyNzc5fQ,invalid_endpoint
2025-06-24T15:28:19.307Z,abuser1461,abuser1461,/browse,ViewPage,READ,185.58.157.112,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2MSIsImlhdCI6MTc1MDc3ODg5OTMwNCwiZXhwIjoxNzUwNzc4OTAyOTA0fQ,ip_switch
2025-06-24T15:28:19.418Z,abuser1462,abuser1462,/browse,ViewPage,READ,32.237.27.221,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2MiIsImlhdCI6MTc1MDc3ODg5OTQxNiwiZXhwIjoxNzUwNzc4OTAzMDE2fQ,ip_switch
2025-06-24T15:28:19.533Z,unknown,abuser1463,/browse,ViewPage,READ,220.171.17.98,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2MyIsImlhdCI6MTc1MDc3ODg5OTUzMSwiZXhwIjoxNzUwNzc4OTAzMTMxfQ,invalid_token
2025-06-24T15:28:19.656Z,abuser1464,abuser1464,/logout,Logout,AUTH,113.160.222.107,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2NCIsImlhdCI6MTc1MDc3ODg5OTY1NCwiZXhwIjoxNzUwNzc4OTAzMjU0fQ,normal
2025-06-24T15:28:19.660Z,abuser1464,abuser1464,/browse,ViewPage,READ,113.160.222.107,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2NCIsImlhdCI6MTc1MDc3ODg5OTY1NCwiZXhwIjoxNzUwNzc4OTAzMjU0fQ,reuse_after_logout
2025-06-24T15:28:21.294Z,abuser1465,abuser1465,/browse,ViewPage,READ,97.244.132.51,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2NSIsImlhdCI6MTc1MDc3ODg5OSwiZXhwIjoxNzUwNzc4OTAwfQ,expired_token
2025-06-24T15:28:21.407Z,unknown,abuser1466,/login,Login,AUTH,191.10.11.249,invalid,missing_user_id
2025-06-24T15:28:21.522Z,abuser1467,abuser1467,/browse,ViewPage,READ,155.108.103.26,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2NyIsImlhdCI6MTc1MDc3ODkwMTUyMCwiZXhwIjoxNzUwNzc4OTA1MTIwfQ,normal
2025-06-24T15:28:21.526Z,abuser1467,abuser1467,/logout,Logout,AUTH,155.108.103.26,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2NyIsImlhdCI6MTc1MDc3ODkwMTUyMCwiZXhwIjoxNzUwNzc4OTA1MTIwfQ,normal
2025-06-24T15:28:21.531Z,abuser1467,abuser1467,/edit,EditContent,UPDATE,155.108.103.26,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2NyIsImlhdCI6MTc1MDc3ODkwMTUyMCwiZXhwIjoxNzUwNzc4OTA1MTIwfQ,reuse_after_logout
2025-06-24T15:28:21.535Z,unknown,abuser1467,/login,Login,AUTH,155.108.103.26,invalid,missing_user_id
2025-06-24T15:28:21.550Z,abuser1467,abuser1467,/admin,unknown,unknown,155.108.103.26,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2NyIsImlhdCI6MTc1MDc3ODkwMTUyMCwiZXhwIjoxNzUwNzc4OTA1MTIwfQ,invalid_endpoint
2025-06-24T15:28:21.664Z,abuser1468,abuser1468,/admin,unknown,unknown,65.146.58.40,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2OCIsImlhdCI6MTc1MDc3ODkwMTY2MSwiZXhwIjoxNzUwNzc4OTA1MjYxfQ,invalid_endpoint
2025-06-24T15:28:21.773Z,unknown,abuser1469,/browse,ViewPage,READ,251.112.104.202,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ2OSIsImlhdCI6MTc1MDc3ODkwMTc3MSwiZXhwIjoxNzUwNzc4OTA1MzcxfQ,invalid_token
2025-06-24T15:28:21.881Z,unknown,abuser1470,/edit,EditContent,UPDATE,160.213.202.206,invalid,no_token
2025-06-24T15:28:21.996Z,abuser1471,abuser1471,/admin,unknown,unknown,164.93.144.122,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ3MSIsImlhdCI6MTc1MDc3ODkwMTk5NCwiZXhwIjoxNzUwNzc4OTA1NTk0fQ,invalid_endpoint
2025-06-24T15:28:22.102Z,abuser1472,abuser1472,/login,Login,AUTH,116.253.82.145,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ3MiIsImlhdCI6MTc1MDc3ODkwMjEwNSwiZXhwIjoxNzUwNzc4OTA1NzA1fQ,rapid_login
2025-06-24T15:28:22.166Z,abuser1472,abuser1472,/login,Login,AUTH,116.253.82.145,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ3MiIsImlhdCI6MTc1MDc3ODkwMjE2OCwiZXhwIjoxNzUwNzc4OTA1NzY4fQ,rapid_login
2025-06-24T15:28:22.230Z,abuser1472,abuser1472,/login,Login,AUTH,116.253.82.145,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ3MiIsImlhdCI6MTc1MDc3ODkwMjIzMiwiZXhwIjoxNzUwNzc4OTA1ODMyfQ,rapid_login
2025-06-24T15:28:22.292Z,abuser1472,abuser1472,/login,Login,AUTH,116.253.82.145,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ3MiIsImlhdCI6MTc1MDc3ODkwMjI5NCwiZXhwIjoxNzUwNzc4OTA1ODk0fQ,rapid_login
2025-06-24T15:28:22.354Z,abuser1472,abuser1472,/login,Login,AUTH,116.253.82.145,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ3MiIsImlhdCI6MTc1MDc3ODkwMjM1NSwiZXhwIjoxNzUwNzc4OTA1OTU1fQ,rapid_login
2025-06-24T15:28:22.531Z,unknown,abuser1473,/browse,ViewPage,READ,100.106.85.240,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ3MyIsImlhdCI6MTc1MDc3ODkwMjUyOCwiZXhwIjoxNzUwNzc4OTA2MTI4fQ,invalid_token
2025-06-24T15:28:22.656Z,abuser1474,abuser1474,/browse,ViewPage,READ,188.156.48.125,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ3NCIsImlhdCI6MTc1MDc3ODkwMjY1MywiZXhwIjoxNzUwNzc4OTA2MjUzfQ,ip_switch
2025-06-24T15:28:22.760Z,unknown,abuser1475,/login,Login,AUTH,173.252.217.138,invalid,missing_user_id
2025-06-24T15:28:22.874Z,abuser1476,abuser1476,/browse,ViewPage,READ,224.131.36.197,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ3NiIsImlhdCI6MTc1MDc3ODkwMjg3MSwiZXhwIjoxNzUwNzc4OTA2NDcxfQ,ip_switch
2025-06-24T15:28:22.980Z,abuser1065,abuser1477,/browse,ViewPage,READ,170.81.213.87,eyJ1c2VyX2lkIjoiYWJ1c2VyMTA2NSIsImlhdCI6MTc1MDc3ODc4MzE4NSwiZXhwIjoxNzUwNzc4Nzg2Nzg1fQ,token_reuse
2025-06-24T15:28:23.095Z,unknown,abuser1478,/browse,ViewPage,READ,126.143.159.188,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ3OCIsImlhdCI6MTc1MDc3ODkwMzA5MywiZXhwIjoxNzUwNzc4OTA2NjkzfQ,invalid_token
2025-06-24T15:28:23.201Z,abuser1459,abuser1479,/browse,ViewPage,READ,212.34.64.112,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ1OSIsImlhdCI6MTc1MDc3ODg5ODg3OSwiZXhwIjoxNzUwNzc4OTAyNDc5fQ,token_reuse
2025-06-24T15:28:23.311Z,abuser144,abuser1480,/browse,ViewPage,READ,116.98.216.84,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ0IiwiaWF0IjoxNzUwNzc4NTQyMTcxLCJleHAiOjE3NTA3Nzg1NDU3NzF9,token_reuse
2025-06-24T15:28:23.422Z,unknown,abuser1481,/login,Login,AUTH,71.103.201.50,invalid,missing_user_id
2025-06-24T15:28:23.538Z,abuser1482,abuser1482,/browse,ViewPage,READ,154.21.213.226,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4MiIsImlhdCI6MTc1MDc3ODkwMzUzNiwiZXhwIjoxNzUwNzc4OTA3MTM2fQ,normal
2025-06-24T15:28:23.543Z,abuser1482,abuser1482,/logout,Logout,AUTH,154.21.213.226,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4MiIsImlhdCI6MTc1MDc3ODkwMzUzNiwiZXhwIjoxNzUwNzc4OTA3MTM2fQ,normal
2025-06-24T15:28:23.547Z,abuser1482,abuser1482,/edit,EditContent,UPDATE,154.21.213.226,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4MiIsImlhdCI6MTc1MDc3ODkwMzUzNiwiZXhwIjoxNzUwNzc4OTA3MTM2fQ,reuse_after_logout
2025-06-24T15:28:23.551Z,unknown,abuser1482,/login,Login,AUTH,154.21.213.226,invalid,missing_user_id
2025-06-24T15:28:23.555Z,abuser1482,abuser1482,/admin,unknown,unknown,154.21.213.226,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4MiIsImlhdCI6MTc1MDc3ODkwMzUzNiwiZXhwIjoxNzUwNzc4OTA3MTM2fQ,invalid_endpoint
2025-06-24T15:28:23.677Z,abuser1483,abuser1483,/logout,Logout,AUTH,146.64.147.181,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4MyIsImlhdCI6MTc1MDc3ODkwMzY3NSwiZXhwIjoxNzUwNzc4OTA3Mjc1fQ,normal
2025-06-24T15:28:23.681Z,abuser1483,abuser1483,/browse,ViewPage,READ,146.64.147.181,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4MyIsImlhdCI6MTc1MDc3ODkwMzY3NSwiZXhwIjoxNzUwNzc4OTA3Mjc1fQ,reuse_after_logout
2025-06-24T15:28:23.799Z,unknown,abuser1484,/edit,EditContent,UPDATE,99.170.111.137,invalid,no_token
2025-06-24T15:28:23.908Z,unknown,abuser1485,/edit,EditContent,UPDATE,77.35.249.49,invalid,no_token
2025-06-24T15:28:24.023Z,abuser1486,abuser1486,/logout,Logout,AUTH,102.158.195.3,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4NiIsImlhdCI6MTc1MDc3ODkwNDAyMCwiZXhwIjoxNzUwNzc4OTA3NjIwfQ,normal
2025-06-24T15:28:24.026Z,abuser1486,abuser1486,/browse,ViewPage,READ,102.158.195.3,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4NiIsImlhdCI6MTc1MDc3ODkwNDAyMCwiZXhwIjoxNzUwNzc4OTA3NjIwfQ,reuse_after_logout
2025-06-24T15:28:25.650Z,abuser1487,abuser1487,/browse,ViewPage,READ,160.64.165.64,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4NyIsImlhdCI6MTc1MDc3ODkwNCwiZXhwIjoxNzUwNzc4OTA1fQ,expired_token
2025-06-24T15:28:25.765Z,abuser1488,abuser1488,/browse,ViewPage,READ,149.174.219.41,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4OCIsImlhdCI6MTc1MDc3ODkwNTc2MywiZXhwIjoxNzUwNzc4OTA5MzYzfQ,normal
2025-06-24T15:28:25.777Z,abuser1488,abuser1488,/logout,Logout,AUTH,149.174.219.41,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4OCIsImlhdCI6MTc1MDc3ODkwNTc2MywiZXhwIjoxNzUwNzc4OTA5MzYzfQ,normal
2025-06-24T15:28:25.787Z,abuser1488,abuser1488,/edit,EditContent,UPDATE,149.174.219.41,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4OCIsImlhdCI6MTc1MDc3ODkwNTc2MywiZXhwIjoxNzUwNzc4OTA5MzYzfQ,reuse_after_logout
2025-06-24T15:28:25.793Z,unknown,abuser1488,/login,Login,AUTH,149.174.219.41,invalid,missing_user_id
2025-06-24T15:28:25.798Z,abuser1488,abuser1488,/admin,unknown,unknown,149.174.219.41,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4OCIsImlhdCI6MTc1MDc3ODkwNTc2MywiZXhwIjoxNzUwNzc4OTA5MzYzfQ,invalid_endpoint
2025-06-24T15:28:25.917Z,abuser1489,abuser1489,/login,Login,AUTH,220.186.29.114,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4OSIsImlhdCI6MTc1MDc3ODkwNTkxOSwiZXhwIjoxNzUwNzc4OTA5NTE5fQ,rapid_login
2025-06-24T15:28:25.980Z,abuser1489,abuser1489,/login,Login,AUTH,220.186.29.114,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4OSIsImlhdCI6MTc1MDc3ODkwNTk4MiwiZXhwIjoxNzUwNzc4OTA5NTgyfQ,rapid_login
2025-06-24T15:28:26.043Z,abuser1489,abuser1489,/login,Login,AUTH,220.186.29.114,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4OSIsImlhdCI6MTc1MDc3ODkwNjA0NSwiZXhwIjoxNzUwNzc4OTA5NjQ1fQ,rapid_login
2025-06-24T15:28:26.106Z,abuser1489,abuser1489,/login,Login,AUTH,220.186.29.114,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4OSIsImlhdCI6MTc1MDc3ODkwNjEwOCwiZXhwIjoxNzUwNzc4OTA5NzA4fQ,rapid_login
2025-06-24T15:28:26.169Z,abuser1489,abuser1489,/login,Login,AUTH,220.186.29.114,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ4OSIsImlhdCI6MTc1MDc3ODkwNjE3MSwiZXhwIjoxNzUwNzc4OTA5NzcxfQ,rapid_login
2025-06-24T15:28:26.343Z,unknown,abuser1490,/edit,EditContent,UPDATE,73.212.170.186,invalid,no_token
2025-06-24T15:28:26.350Z,abuser1490,abuser1490,/logout,Logout,AUTH,73.212.170.186,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5MCIsImlhdCI6MTc1MDc3ODkwNjM0OSwiZXhwIjoxNzUwNzc4OTA5OTQ5fQ,out_of_order
2025-06-24T15:28:26.473Z,abuser1491,abuser1491,/logout,Logout,AUTH,171.168.118.148,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5MSIsImlhdCI6MTc1MDc3ODkwNjQ3MSwiZXhwIjoxNzUwNzc4OTEwMDcxfQ,normal
2025-06-24T15:28:26.478Z,abuser1491,abuser1491,/browse,ViewPage,READ,171.168.118.148,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5MSIsImlhdCI6MTc1MDc3ODkwNjQ3MSwiZXhwIjoxNzUwNzc4OTEwMDcxfQ,reuse_after_logout
2025-06-24T15:28:26.595Z,unknown,abuser1492,/login,Login,AUTH,24.140.62.25,invalid,missing_user_id
2025-06-24T15:28:26.707Z,abuser1493,abuser1493,/login,Login,AUTH,222.56.113.86,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5MyIsImlhdCI6MTc1MDc3ODkwNjcwOCwiZXhwIjoxNzUwNzc4OTEwMzA4fQ,rapid_login
2025-06-24T15:28:26.772Z,abuser1493,abuser1493,/login,Login,AUTH,222.56.113.86,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5MyIsImlhdCI6MTc1MDc3ODkwNjc3NCwiZXhwIjoxNzUwNzc4OTEwMzc0fQ,rapid_login
2025-06-24T15:28:26.835Z,abuser1493,abuser1493,/login,Login,AUTH,222.56.113.86,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5MyIsImlhdCI6MTc1MDc3ODkwNjgzNiwiZXhwIjoxNzUwNzc4OTEwNDM2fQ,rapid_login
2025-06-24T15:28:26.898Z,abuser1493,abuser1493,/login,Login,AUTH,222.56.113.86,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5MyIsImlhdCI6MTc1MDc3ODkwNjkwMCwiZXhwIjoxNzUwNzc4OTEwNTAwfQ,rapid_login
2025-06-24T15:28:26.962Z,abuser1493,abuser1493,/login,Login,AUTH,222.56.113.86,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5MyIsImlhdCI6MTc1MDc3ODkwNjk2NCwiZXhwIjoxNzUwNzc4OTEwNTY0fQ,rapid_login
2025-06-24T15:28:27.139Z,abuser1494,abuser1494,/logout,Logout,AUTH,166.109.197.111,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5NCIsImlhdCI6MTc1MDc3ODkwNzEzNywiZXhwIjoxNzUwNzc4OTEwNzM3fQ,normal
2025-06-24T15:28:27.144Z,abuser1494,abuser1494,/browse,ViewPage,READ,166.109.197.111,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5NCIsImlhdCI6MTc1MDc3ODkwNzEzNywiZXhwIjoxNzUwNzc4OTEwNzM3fQ,reuse_after_logout
2025-06-24T15:28:27.265Z,abuser1495,abuser1495,/browse,ViewPage,READ,97.210.171.31,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5NSIsImlhdCI6MTc1MDc3ODkwNzI2MiwiZXhwIjoxNzUwNzc4OTEwODYyfQ,normal
2025-06-24T15:28:27.268Z,abuser1495,abuser1495,/logout,Logout,AUTH,97.210.171.31,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5NSIsImlhdCI6MTc1MDc3ODkwNzI2MiwiZXhwIjoxNzUwNzc4OTEwODYyfQ,normal
2025-06-24T15:28:27.273Z,abuser1495,abuser1495,/edit,EditContent,UPDATE,97.210.171.31,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5NSIsImlhdCI6MTc1MDc3ODkwNzI2MiwiZXhwIjoxNzUwNzc4OTEwODYyfQ,reuse_after_logout
2025-06-24T15:28:27.277Z,unknown,abuser1495,/login,Login,AUTH,97.210.171.31,invalid,missing_user_id
2025-06-24T15:28:27.281Z,abuser1495,abuser1495,/admin,unknown,unknown,97.210.171.31,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5NSIsImlhdCI6MTc1MDc3ODkwNzI2MiwiZXhwIjoxNzUwNzc4OTEwODYyfQ,invalid_endpoint
2025-06-24T15:28:27.391Z,unknown,abuser1496,/browse,ViewPage,READ,223.172.179.127,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5NiIsImlhdCI6MTc1MDc3ODkwNzM4OSwiZXhwIjoxNzUwNzc4OTEwOTg5fQ,invalid_token
2025-06-24T15:28:27.501Z,abuser1497,abuser1497,/logout,Logout,AUTH,157.134.44.241,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5NyIsImlhdCI6MTc1MDc3ODkwNzQ5OSwiZXhwIjoxNzUwNzc4OTExMDk5fQ,normal
2025-06-24T15:28:27.505Z,abuser1497,abuser1497,/browse,ViewPage,READ,157.134.44.241,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5NyIsImlhdCI6MTc1MDc3ODkwNzQ5OSwiZXhwIjoxNzUwNzc4OTExMDk5fQ,reuse_after_logout
2025-06-24T15:28:27.622Z,abuser1498,abuser1498,/login,Login,AUTH,102.161.104.43,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5OCIsImlhdCI6MTc1MDc3ODkwNzYyNCwiZXhwIjoxNzUwNzc4OTExMjI0fQ,rapid_login
2025-06-24T15:28:27.685Z,abuser1498,abuser1498,/login,Login,AUTH,102.161.104.43,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5OCIsImlhdCI6MTc1MDc3ODkwNzY5MCwiZXhwIjoxNzUwNzc4OTExMjkwfQ,rapid_login
2025-06-24T15:28:27.749Z,abuser1498,abuser1498,/login,Login,AUTH,102.161.104.43,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5OCIsImlhdCI6MTc1MDc3ODkwNzc1MSwiZXhwIjoxNzUwNzc4OTExMzUxfQ,rapid_login
2025-06-24T15:28:27.813Z,abuser1498,abuser1498,/login,Login,AUTH,102.161.104.43,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5OCIsImlhdCI6MTc1MDc3ODkwNzgxNSwiZXhwIjoxNzUwNzc4OTExNDE1fQ,rapid_login
2025-06-24T15:28:27.875Z,abuser1498,abuser1498,/login,Login,AUTH,102.161.104.43,eyJ1c2VyX2lkIjoiYWJ1c2VyMTQ5OCIsImlhdCI6MTc1MDc3ODkwNzg3NywiZXhwIjoxNzUwNzc4OTExNDc3fQ,rapid_login
2025-06-24T15:28:28.049Z,unknown,abuser1499,/login,Login,AUTH,50.189.191.1,invalid,missing_user_id
2025-06-24T15:28:28.160Z,unknown,abuser1500,/edit,EditContent,UPDATE,214.213.25.105,invalid,no_token
2025-06-24T15:28:28.168Z,abuser1500,abuser1500,/logout,Logout,AUTH,214.213.25.105,eyJ1c2VyX2lkIjoiYWJ1c2VyMTUwMCIsImlhdCI6MTc1MDc3ODkwODE2NiwiZXhwIjoxNzUwNzc4OTExNzY2fQ,out_of_order
2025-06-24T15:28:29.792Z,abuser1501,abuser1501,/browse,ViewPage,READ,219.149.126.178,eyJ1c2VyX2lkIjoiYWJ1c2VyMTUwMSIsImlhdCI6MTc1MDc3ODkwOCwiZXhwIjoxNzUwNzc4OTA5fQ,expired_token
2025-06-24T15:28:29.904Z,abuser1502,abuser1502,/login,Login,AUTH,37.126.90.40,eyJ1c2VyX2lkIjoiYWJ1c2VyMTUwMiIsImlhdCI6MTc1MDc3ODkwOTkwNiwiZXhwIjoxNzUwNzc4OTEzNTA2fQ,rapid_login
